,tarih,city,city2,title,content
5274,21.11.2024,şanlıurfa,Şanlıurfa,Eğitim Camiasında Üzüntü: Öğretmen Trafik Kazasında Hayatını Kaybetti,  Siverek'te trafik kazasında hayatını kaybeden öğretmen Beyazıt Sinan Ergeçer'in vefatı üzüntü yarattı.  
5275,21.11.2024,şanlıurfa,Şanlıurfa,Siverek'te Feci Trafik Kazası,  Şanlıurfa'nın Siverek ilçesinde motosiklet sürücüsü tırın altında kalarak hayatını kaybetti.  
5276,21.11.2024,şanlıurfa,Şanlıurfa,Şanlıurfa'da Otomobil Şarampole Devrildi,"  Kontrolden çıkan otomobilin devrilmesi sonucu 3 kişi yaralandı, soruşturma sürüyor.  "
5277,21.11.2024,şanlıurfa,Şanlıurfa,Şanlıurfa'da kaza: 3 yaralı,  Şanlıurfa-Akçakale yolunda devrilen otomobilde 3 kişi yaralanarak hastaneye kaldırıldı.  
5278,21.11.2024,şanlıurfa,Şanlıurfa,Eyyübiye'de Otomobil Şarampole Devrildi: 3 Yaralı,"  Şanlıurfa'nın Eyyübiye ilçesinde otomobilin devrilmesi sonucu 3 kişi yaralandı, hastaneye kaldırıldı.  "
5279,21.11.2024,şanlıurfa,Şanlıurfa,Şanlıurfa'da İnşaat Şantiyesinde Kavga Çıktı,"  Şanlıurfa'da bir inşaat şantiyesinde işçiler arasında çıkan taşlı ve sopalı kavga, cep telefonu kamerasına yansıdı. Olayla ilgili soruşturma başlatıldı.  "
5280,21.11.2024,şanlıurfa,Şanlıurfa,İnşaatta Taşlı Kavga,  Şanlıurfa'da inşaat işçileri arasında taşlarla süren kavga cep telefonu kamerasına yansıdı.  
5281,21.11.2024,şanlıurfa,Şanlıurfa,Şanlıurfa'da Hırsızlık Operasyonu: Bir Kişi Tutuklandı,"  Şanlıurfa'da düzenlenen operasyonda, motor numarası değiştirilmiş 4 araç ele geçirildi. B.Y. tutuklandı.  "
5282,21.11.2024,şanlıurfa,Şanlıurfa,Şanlıurfa'da İnşaat Şantiyesinde Taşlı Sopalı Kavga,"  Şanlıurfa'daki bir inşaat şantiyesinde işçiler arasında çıkan tartışma, taş ve sopaların kullanıldığı kavgaya dönüştü. Olay cep telefonu kameralarıyla kaydedildi ve soruşturma başlatıldı.  "
5283,21.11.2024,şanlıurfa,Şanlıurfa,Şanlıurfa'da İnşaatta Taşlı Kavga,"  Şanlıurfa'da inşaat işçileri arasında çıkan tartışma, taşlı kavgaya dönüştü. O anlar kaydedildi.  "
5284,21.11.2024,şanlıurfa,Şanlıurfa,Şanlıurfa'da Uyuşturucu Operasyonu,"  23 kilo 800 gram skunk ele geçirildi, 2 kişi gözaltına alındı.  "
5285,21.11.2024,şanlıurfa,Şanlıurfa,Seyahat Yazarları Şanlıurfa'ya Hayran Kaldı,"  ABD ve Kanada'dan seyahat yazarları, Şanlıurfa'nın tarihi alanlarını ziyaret etti ve etkilendiler.  "
5286,21.11.2024,şanlıurfa,Şanlıurfa,Gönüllülerden Hasta Yataklarına Destek,"  Siverek'te gönüllüler, yatağa bağımlı bir hastaya hasta yatağı temin etti. Yardımlar sürüyor.  "
5287,21.11.2024,şanlıurfa,Şanlıurfa,İnşaat işçileri taşlarla birbirlerine saldırdı,  Şanlıurfa'da inşaatta çalışan iki işçi grubunun taşlı kavgası cep telefonu kamerası tarafından kaydedildi. Meydan savaşını andıran görüntülerde onlarca işçinin birbirine taş attığı görüldü.  
5289,21.11.2024,şanlıurfa,Şanlıurfa,Şanlıurfa'da Uyuşturucu Operasyonu: 2 Gözaltı,"  Şanlıurfa'da düzenlenen operasyonda 23,8 kg uyuşturucu ele geçirildi, 2 şüpheli gözaltına alındı.  "
5290,20.11.2024,şanlıurfa,Şanlıurfa,Siverek'te Beton Mikseri ile Dolmuş Çarpıştı,"  Siverek'te beton mikseri ve dolmuş çarpıştı, 2 yaralıdan birinin durumu ağır.  "
5291,20.11.2024,şanlıurfa,Şanlıurfa,CHP'li Yönetici Aracında Ölü Bulundu,"  Şanlıurfa'da CHP'li Evren Efe Ödemiş, aracında ölü bulundu; karbonmonoksit zehirlenmesi ihtimali var.  "
5292,20.11.2024,şanlıurfa,Şanlıurfa,Öğretmen Akademileri ile Kültürel Gelişim,"  Ömer Faruk Yelkenci, öğretmenlerin çevre ile etkileşimini artırarak dünyalarını genişleteceklerini vurguladı.  "
5293,20.11.2024,şanlıurfa,Şanlıurfa,Siverek'te Trafik Kazası: 2 Yaralı,  Şanlıurfa'nın Siverek ilçesinde beton mikseri ile dolmuşun çarpıştığı kazada 2 kişi yaralandı.  
5294,20.11.2024,şanlıurfa,Şanlıurfa,Şanlıurfa'da Silah Kaçakçılığı Operasyonu,"  10 şüpheli gözaltına alındı, 10 tabanca ve 116 mermi ele geçirildi.  "
5295,20.11.2024,şanlıurfa,Şanlıurfa,Şanlıurfa'da Avukatlara Bıçaklı Saldırı,"  Haciz işlemi için giden avukat Mehmet Toprak, borçlu kardeşi tarafından bıçakla saldırıya uğradı.  "
5296,20.11.2024,şanlıurfa,Şanlıurfa,Siverek'te İhtiyaç Sahibi Öğrencilere Yardım,"  İyilik Haritası Derneği, Siverek'te 120 öğrenciye mont ve bot dağıttı.  "
5297,15:49,şırnak,Şırnak,Şırnak'ta Kaybolan Gencin Arama Çalışmaları Devam Ediyor,  22 yaşındaki Hüsamettin Yalgettekin için Dicle Nehri'nde aramalar sürerken ailesi çalışmaları izliyor.  
5298,13:51,şırnak,Şırnak,Kayıp Genç için Dicle Nehri'nde Arama Çalışmaları Devam Ediyor,  Şırnak'ın Silopi ilçesinde 17 Kasım'dan beri haber alınamayan Hüsamettin Yalgettekin için başlatılan Dicle Nehri'ndeki arama çalışmaları 6'ıncı günde de sürüyor. Aramalarda şu ana kadar kayıpla ilgili herhangi bir iz bulunamadı.  
5299,13:38,şırnak,Şırnak,Şırnak'ta 9 gündür kayıp gençten haber alınamıyor,  Şırnak'ta kaybolan 22 yaşındaki Hüsamettin Yalgettekin'i arama çalışmalarına 9'uncu günde de devam ediliyor.  
5300,13:09,şırnak,Şırnak,Dicle Nehri'nde Kayıp Genç İçin Arama Çalışmaları Devam Ediyor,  Şırnak'ın Silopi ilçesinde 17 Kasım'dan beri kayıp olan 22 yaşındaki Hüsamettin Yalgettekin için Dicle Nehri'nde yapılan arama çalışmaları 6. günde de sürüyor. Yapılan incelemelerde Yalgettekin'e ait herhangi bir ize rastlanmadı.  
5301,11:50,şırnak,Şırnak,Göçerler Kışlaklara Dönüyor,"  Hakkari ve Şırnak'taki göçerler, soğuyan havalarla birlikte yaylalardan kışlaklara dönüşe geçti.  "
5302,16:03,şırnak,Şırnak,"Bakan Bayraktar, öğretmenlerle Gabar Dağı'na çıktı","  Enerji ve Tabii Kaynaklar Bakanı Alparslan Bayraktar, Şırnak'ta Gabar Dağı'ndaki petrol üretim sahasında 18 öğretmenle bir araya gelerek ""24 Kasım Öğretmenler Günü""nü kutladı.  "
5303,15:46,şırnak,Şırnak,"Bakan Bayraktar, 24 Kasım Öğretmenler Günü'nde Gabar'da öğretmenlerle bir araya geldi Açıklaması","  Enerji ve Tabii Kaynaklar Bakanı Alparslan Bayraktar, Gabar'da petrol üretimine ilişkin, ""Yaklaşık bir sene önce 23 bin varillerde olan üretimi bugün itibarıyla 58 bin varilin üzerine çıkardık ve her geçen gün, her geçen hafta ilerliyoruz.  "
5304,15:38,şırnak,Şırnak,Bakan Bayraktar: Şırnak'ta yıl sonuna kadar 70 bin varillere ulaşmayı ümit ediyoruz,"  ENERJİ ve Tabii Kaynaklar Bakanı Alparslan Bayraktar, Gabar Dağı'ndaki petrol üretimiyle ilgili olarak, yıl sonuna kadar 70 bin varillere ulaşmayı ümit ettiklerini söyleyerek, ""23 bin varillerde olan üretimi, bugün itibarıyla 58 bin varilin üzerine çıkardık.  "
5305,13:16,şırnak,Şırnak,Şırnak'ta Kaybolan Genç için Arama Çalışmaları Sürüyor,  22 yaşındaki Hüsamettin Yalgettekin'in Dicle Nehri'nde kaybolmasının ardından arama çalışmaları devam ediyor.  
5306,11:18,şırnak,Şırnak,Yaralı Kukumav Kuşu Tedavi Altına Alındı,"  Şırnak'ta yaralı bulunan kukumav kuşu, tedavi için Yaban Hayvanları Rehabilitasyon Merkezi'ne götürüldü.  "
5307,10:33,şırnak,Şırnak,Cizre'de Kayıp Genç İçin Arama Devam Ediyor,  22 yaşındaki Hüsamettin Yalgettekin'in Dicle Nehri'nde kaybolduğu günden beri arama çalışmaları sürüyor.  
5308,23.11.2024,şırnak,Şırnak,Dumanlı Köyü'nde Güneş Enerjisi Dönüşümü,  Şırnak'ın Dumanlı Köyü'nde güneş panelleri ile içme suyu hattının enerji ihtiyacı karşılanıyor.  
5309,23.11.2024,şırnak,Şırnak,Yaralı Baykuş ve Güvercin Tedavi Edildi,"  Cizre'de yaralı bulunan peçeli baykuş ve güvercin tedavi altına alındı, doğaya salınacak.  "
5310,23.11.2024,şırnak,Şırnak,Dicle Nehrinde kaybolan genci arama çalışmaları sürüyor,"  Şırnak'ın Silopi ilçesinde kaybolduktan sonra en son Cizre'de Dicle Nehri kenarında görülen 22 yaşındaki Hüsamettin Yalgettekin'i arama çalışmaları devam ederken, ailenin nehir kenarındaki bekleyişi de sürüyor.  "
5311,23.11.2024,şırnak,Şırnak,Şırnak'ta kayıp genci 4 ilden 30 kişilik ekip arıyor,  Şırnak'ta kayıp genci 4 ilden 30 kişilik ekip arıyor Şırnak'ta 17 Kasım'dan bu yana haber alınmayan Hüsamettin Yalgettekin'i Dicle Nehir'inde arama-tarama çalışmaları devam ediyor.  
5313,22.11.2024,şırnak,Şırnak,"Cumhurbaşkanı Erdoğan: ""66 milyon varillik yeni rezerv keşfettik""","  Cumhurbaşkanı Recep Tayyip Erdoğan, ""2024 yılında Şırnak, Hakkari, Van başta olmak üzere toplam 84 sondaj tamamladık.  "
5314,22.11.2024,şırnak,Şırnak,Şırnak'ta Gerçek Mühimmatlı Özel Harekat Tatbikatı,"  Şırnak'ta İl Emniyet Müdürlüğü Özel Harekat Şube Müdürlüğü tarafından gerçekleştirilen 2024 yıl sonu tatbikatında ekipler, gerçek mühimmat kullanarak terörist senaryolarına karşı hazırlıklarını gösterdi. Tatbikata katılan Vali Birol Ekici, bölücü terör örgütünün bitme noktasına geldiğini vurguladı.  "
5315,22.11.2024,şırnak,Şırnak,Şırnak'ta Gerçek Mühimmatla 2024 Yıl Sonu Tatbikatı Gerçekleştirildi,"  Şırnak'ta İl Emniyet Müdürlüğü Özel Harekat Şube Müdürlüğü ekiplerinin katılımıyla düzenlenen 2024 yıl sonu tatbikatında gerçek mühimmat kullanılarak meskun mahal operasyonları ve ileri seviye atış eğitimleri yapıldı. Vali Birol Ekici, tatbikatın güvenlik güçlerinin başarısını gösterdiğini belirtti.  "
5316,22.11.2024,şırnak,Şırnak,Şırnak'ta Gerçeği Aratmayan Tatbikat,"  PÖH timleri, meskun mahalde yurt operasyonu için tatbikat gerçekleştirdi. Yerli mühimmat kullanıldı.  "
5317,21.11.2024,şırnak,Şırnak,Hakkari'de Tır-Kamyonet Çarpıştı: 2 Yaralı,"  Hakkari'de tır ile kamyonetin çarpışması sonucu 2 kişi yaralandı, 2 hayvan telef oldu.  "
5318,21.11.2024,şırnak,Şırnak,Şırnak'ta Kaybolan Genç İçin Arama Çalışmaları Devam Ediyor,  Şırnak'ın Silopi ilçesinde 17 Kasım'dan beri kaybolan 22 yaşındaki Hüsamettin Yalgettekin için Dicle Nehri'nde başlatılan arama çalışmaları ikinci günde devam etmekte. Yakınları durumu yetkililere bildirdi ancak henüz herhangi bir iz bulunamadı.  
5319,21.11.2024,şırnak,Şırnak,Hakkari'de Tır ve Kamyonet Çarpıştı,"  Hakkari'de tır ve kamyonet çarpıştı; 2 kişi yaralandı, 2 küçükbaş hayvan telef oldu.  "
5320,21.11.2024,şırnak,Şırnak,Şırnak'ta Kayıp Genç Aranıyor,"  22 yaşındaki Hüsamettin Yagettekin, Dicle Nehri çevresinde aranıyor. Ailesi 3 gün önce kayıp başvurusunda bulundu.  "
5322,20.11.2024,şırnak,Şırnak,Hüsamettin Yalgettekin için Dicle Nehri'nde arama çalışmaları başlatıldı,  Şırnak'ın Silopi ilçesinde 17 Kasım'dan bu yana kayıp olan Hüsamettin Yalgettekin için Dicle Nehri'nde arama çalışmaları devam ediyor. Yakınları durumu yetkililere bildirdi ve arama ekipleri sahada.  
5324,19.11.2024,şırnak,Şırnak,Şırnak Cezaevinde Ücretsiz Sosyal Market ve Çocuk Oyun Alanı Açıldı,"  Şırnak T Tipi Kapalı ve Açık Ceza İnfaz Kurumu'nda, mahkumlar ve anneleriyle kalan çocuklar için sosyal market ve oyun alanları kuruldu. İhtiyaç sahiplerine destek olan projelerin detayları paylaşıldı.  "
5325,18.11.2024,şırnak,Şırnak,Şırnak'ta Kaçakçılık Operasyonu: 3 Tutuklama,"  Şırnak'ta düzenlenen operasyonda 3 şüpheli tutuklandı, çok sayıda gümrük kaçağı malzeme ele geçirildi.  "
5326,18.11.2024,şırnak,Şırnak,Şırnak'ta Kaçakçılık Operasyonları: 2 Tutuklama,"  Şırnak'ta yapılan operasyonlarda 35 şüpheli gözaltına alındı, 2'si tutuklandı.  "
5327,18.11.2024,şırnak,Şırnak,Şırnak'ta Kayıp Kaçak Oranı Düştü,"  Dicle Elektrik, Şırnak'ta kayıp kaçak oranını %34'e düşürdüğünü duyurdu, enerji altyapısını güçlendiriyor.  "
5328,18.11.2024,şırnak,Şırnak,Anadolu Opera ve Bale Festivali Başlıyor,"  I. Anadolu Opera ve Bale Festivali, 7 Aralık'ta Şırnak'ta başlayarak Anadolu'yu sanata buluşturacak.  "
5329,18.11.2024,şırnak,Şırnak,1'inci Anadolu Opera ve Bale Festivali 7 Aralık'ta Başlıyor,"  Kültür ve Turizm Bakanlığı Devlet Opera ve Balesi tarafından düzenlenecek '1'inci Anadolu Opera ve Bale Festivali', 23 ildeki etkinliklerle 7 Aralık'ta Şırnak'ta başlayacak. Festival, opera, bale ve modern dans gibi farklı sanat dallarını halkla buluşturmayı amaçlıyor.  "
5330,18.11.2024,şırnak,Şırnak,1'inci Anadolu Opera ve Bale Festivali 7 Aralık'ta Şırnak'ta Başlıyor,"  Kültür ve Turizm Bakanlığı Devlet Opera ve Balesi tarafından düzenlenen 1'inci Anadolu Opera ve Bale Festivali, 7 Aralık'ta Şırnak'ta başlayacak. Festival, 23 ili kapsayacak etkinliklerle Anadolu'nun kültürel zenginliğini evrensel sanatlarla buluşturmayı amaçlıyor.  "
5331,17.11.2024,şırnak,Şırnak,Yasin Fidan'ın Düğünü Şırnak'ta Yapıldı,"  Sağlık-Sen Şırnak Gençlik Kolları Başkanı Yasin Fidan, Adalet Yardımcı ile evlendi.  "
5332,17.11.2024,şırnak,Şırnak,Yaralı Akbaba Sağlığına Kavuştu,"  Şırnak'ta tedavi edilen yaralı akbaba doğaya salındı. Vatandaşlar, yaralı hayvanları bildirsin.  "
5333,17.11.2024,şırnak,Şırnak,Şırnak'ta Yaralı Kızıl Akbaba Doğaya Döndü,"  Şırnak'ta tedavi edilen kızıl akbaba, 20 günün ardından doğal yaşam alanına salındı.  "
5334,16.11.2024,şırnak,Şırnak,Cizre'de 3. Melaye Ciziri Sempozyumu Tamamlandı,"  Cizre'de düzenlenen sempozyumda Melayi Ciziri'nin önemi vurgulandı, katılımcılara teşekkür edildi.  "
5335,16.11.2024,şırnak,Şırnak,Şırnak Cezaevinde Doğal Gaz Dönüşümü Tamamlandı,"  Şırnak T Tipi Cezaevi, doğal gaz dönüşümü ile ısınma ve sıcak su sorununu çözdü, altyapı güçlendi.  "
5336,16.11.2024,şırnak,Şırnak,Cizre'de 3. Melaye Ciziri Sempozyumu,  Cizre'de düzenlenen sempozyumda Grup Tillo konseri ile etkinlik sona erdi. Katılımcılar yoğun ilgi gösterdi.  
5337,15.11.2024,şırnak,Şırnak,Şırnak Havaşında Ekim Ayı Verileri Açıklandı,"  Şırnak Şerafettin Elçi Havalimanı, Ekim'de 36,3 bin yolcu ile 780 uçak trafiği hizmeti verdi.  "
5338,15.11.2024,şırnak,Şırnak,Şırnak Havalimanı Ekim'de 36 Bin Yolcu Ağırladı,"  Şırnak Şerafettin Elçi Havalimanı, Ekim'de 36 bin 338 yolcu hizmeti sundu ve uçak trafiği 780'e ulaştı.  "
5339,15.11.2024,şırnak,Şırnak,Hakkari'de Gençlik Kampı Düzenlendi,"  Gençler, Hakkari'deki kayak merkezinde doğa ve tarihi yerleri keşfetti.  "
5340,15.11.2024,şırnak,Şırnak,"Şırnak'ta ""3. Uluslararası Melaye Ciziri Sempozyumu"" başladı","  Şırnak'ın Cizre ilçesinde düzenlenen ""3. Uluslararası Melaye Ciziri Sempozyumu"" başladı.  "
5341,14.11.2024,şırnak,Şırnak,Cizre'de Tır Kazası: 1 Yaralı,"  Şırnak'ın Cizre ilçesinde 4 tırın karıştığı kazada 1 sürücü yaralandı, yol trafiğe kapandı.  "
5342,14.11.2024,şırnak,Şırnak,Cizre'de Zincirleme Trafik Kazası,"  Cizre-Silopi karayolunda 4 tırın karıştığı kazada 1 kişi yaralandı, yol ulaşımı yeniden açıldı.  "
5343,14.11.2024,şırnak,Şırnak,AFAD'dan Şırnak'ta Arama Kurtarma Eğitimi,"  AFAD, Şırnak'ta 576 askeri personele yönelik arama kurtarma eğitimi vermeye devam ediyor.  "
5344,14.11.2024,şırnak,Şırnak,Ceylanlar Cudi Dağı’na Yeniden Salındı,"  Şanlıurfa'dan 30 ceylan, Silopi'de doğaya salındı; vatandaşlar bu durumu sevinçle karşıladı.  "
5345,13.11.2024,şırnak,Şırnak,Cezaevinde Moral Konseri Düzenlendi,  Şırnak T Tipi Cezaevi'nde hükümlüler için moral konseri ve el sanatları sergisi gerçekleştirildi.  
5346,13.11.2024,şırnak,Şırnak,Cizre'de Hükümlülere Yardım,"  Cizre'de 13 hükümlü ve ailesine gıda, kıyafet ve oyuncak yardımı yapıldı.  "
5347,13.11.2024,şırnak,Şırnak,Şırnak Cezaevinde Konser Etkinliği,  Şırnak T Tipi Kapalı Ceza İnfaz Kurumunda hükümlü ve tutuklulara konser düzenlendi.  
5348,12.11.2024,şırnak,Şırnak,Şırnak'ta Trabzon Hurması Hasadı Yapıldı,"  Cudi Dağı eteklerinde Trabzon hurması hasadı gerçekleştirildi, çiftçilere yeni projeler vaadi.  "
5349,12.11.2024,şırnak,Şırnak,Şırnak'ta Cennet Hurması İle Geçim,"  Zana Uysal, Cudi Dağı'nda cennet hurması yetiştirerek aile ekonomisine katkı sağlıyor.  "
5350,12.11.2024,şırnak,Şırnak,Şırnak'ta 49 Şahıs Gözaltına Alındı,"  Şırnak'ta yapılan operasyonlarda 49 kişi gözaltına alındı, 4'ü tutuklandı.  "
5351,12.11.2024,şırnak,Şırnak,"Şırnak'ta 49 Gözaltı, 4 Tutuklama","  Şırnak'ta asayiş ve kaçakçılık operasyonunda 49 şüpheli gözaltına alındı, 4'ü tutuklandı.  "
5352,11.11.2024,şırnak,Şırnak,Şırnak'ta Kaçakçılık Operasyonu: 28 Gözaltı,"  Şırnak'ta düzenlenen operasyonlarda 28 şüpheli hakkında işlem yapıldı, çok sayıda malzeme ele geçirildi.  "
5353,11.11.2024,şırnak,Şırnak,Cizre'de Fidan Dikimi Etkinliği,  Cizre'de 'Milli Ağaçlandırma Günü' dolayısıyla yüzlerce fidan toprakla buluşturuldu.  
5354,11.11.2024,şırnak,Şırnak,Şırnak'ta Kaçakçılık Operasyonu,  Şırnak'ta jandarma tarafından düzenlenen operasyonda çok sayıda gümrük kaçağı malzeme ele geçirildi.  
5356,11.11.2024,şırnak,Şırnak,Şırnak'ta Ağaçlandırma Etkinliği,  Şırnak'ta 11 Kasım Milli Ağaçlandırma Günü'nde yüzlerce fidan toprakla buluşturuldu.  
5357,10.11.2024,şırnak,Şırnak,"Atatürk, Cudi Dağı'nda Anıldı","  Şırnak'ın Silopi ilçesinde motosiklet tutkunları, Atatürk'ü anmak için Cudi Dağı'nda bir araya geldi.  "
5358,10.11.2024,şırnak,Şırnak,Cizre'de Atatürk Anıldı,"  Cizre'de Atatürk, ebediyete intikalinin 86. yılında törenle anıldı ve çeşitli etkinlikler düzenlendi.  "
5359,10.11.2024,şırnak,Şırnak,Atatürk Silopi'de Anıldı,"  Motosikletliler, Atatürk'ü vefatının 86'ncı yıl dönümünde Cudi Dağı eteklerinde andı.  "
5361,09.11.2024,şırnak,Şırnak,Cizre'de 25 Okula Oyun Parkı,"  Cizre Kaymakamlığı, Haydi Çocuklar Oyun Zamanı Projesi ile 25 okula çocuk oyun parkı kurdu.  "
5362,09.11.2024,şırnak,Şırnak,Cizre'de Kan Bağışı Kampanyası Düzenlendi,"  Cizre'de Türk Kızılay tarafından kan bağışı kampanyası gerçekleştirildi, yerel yöneticiler destek verdi.  "
5363,08.11.2024,şırnak,Şırnak,Dicle Elektrik'ten Kaçak Kullanıma Suç Duyurusu,"  Dicle Elektrik, 23 lokasyonda kaçak elektrik kullanan 63 abone hakkında suç duyurusunda bulundu.  "
5364,08.11.2024,şırnak,Şırnak,Silopi'de Ev Yangını: 7 Kişi Dumandan Etkilendi,"  Silopi'de çıkan yangında dumandan etkilenen 7 kişi hastaneye kaldırıldı, ev kullanılamaz hale geldi.  "
5366,07.11.2024,şırnak,Şırnak,Yaralı Kuşlar Tedavi Altında,"  Silopi'de yaralı bulunan puhu kuşu ve kara şahin, tedavi için acil müdahale birimine getirildi.  "
5367,07.11.2024,şırnak,Şırnak,Cizre'de Sahtecilik Engellendi,"  Cizre'de tapu müdürlüğü, sahte kimlikle arsa satmaya çalışan kişiyi yakalayarak dolandırıcılığı önledi.  "
5368,07.11.2024,şırnak,Şırnak,125 personel ile Gabar'daki petrol kuyularında tatbikat,  Şırnak'ın Gabar Dağında bulunan Şehit Aybüke Yalçın Petrol Kuyusunda Yerel Düzey Afet Sağlık Grubu Operasyon Planı kapsamında 22 araç ve 125 personel ile tatbikat gerçekleştirildi.  
5369,06.11.2024,şırnak,Şırnak,Şırnak Gabar Dağı petrol sahasında 125 personel ile tatbikat yapıldı,  Şırnak Gabar Dağı Şehit Aybüke Yalçın 27 No'lu petrol arama sahasında 22 araç ve 125 personelin katılımıyla tatbikat gerçekleştirildi.  
5370,06.11.2024,şırnak,Şırnak,Cizre'de Yasaklı Keklikler Ele Geçirildi,"  Cizre'de jandarma, yasaklı 6 kınalı keklik buldu; 3 kişiye 41 bin TL ceza kesildi.  "
5371,06.11.2024,şırnak,Şırnak,Şırnak'ta Petrol Arama Sahası Tatbikatı,  ŞIRNAK'taki Gabar Dağı'nda bulunan Şehit Aybüke Yalçın 27 No'lu Petrol Arama Sahası'nda 22 araç ve 125 personel ile tatbikat gerçekleştirildi.  
5372,06.11.2024,şırnak,Şırnak,Gabar Dağı'ndaki Şehit Aybüke Yalçın Petrol Arama Sahası'nda tatbikat,  ŞIRNAK'taki Gabar Dağı'nda bulunan Şehit Aybüke Yalçın 27 No'lu Petrol Arama Sahası'nda 22 araç ve 125 personel ile tatbikat gerçekleştirildi.  
5373,06.11.2024,şırnak,Şırnak,Şırnak'taki Çocuklara Spor Desteği,"  YAFA, çocuklara yapay zeka destekli yetenek taraması ve spor malzemesi ile umut oldu.  "
5374,05.11.2024,şırnak,Şırnak,Pınar Benek Gümüşle Döndü,"  Dünya Gençler Boks Şampiyonası'nda gümüş madalya kazanan Pınar Benek, Şırnak'ta coşkuyla karşılandı.  "
5375,05.11.2024,şırnak,Şırnak,Pınar Benek Gümüş Madalya ile Döndü,"  Milli boksör Pınar Benek, Karadağ’da düzenlenen şampiyonada dünya 2’ncisi oldu ve görkemli karşılandı.  "
5376,05.11.2024,şırnak,Şırnak,Şırnak'a 8 Yeni Minibüs,"  Şırnak Belediyesi, şehir içi ulaşım için 8 minibüs alarak araç sayısını 150'ye çıkardı.  "
5377,15:46,tekirdağ,Tekirdağ,"Yolcu otobüsünü tahtakurusu bastı, yolcular kaşınarak araçtan kaçtı",  İzmir-Tekirdağ seferini yapan şehirlerarası yolcu otobüsünü basan tahtakurusu yolcuların kaşınarak ağışı inmesine neden oldu.  
5378,14:34,tekirdağ,Tekirdağ,Tekirdağ'da Kadına Şiddete Karşı Yürüyüş,  Kadına yönelik şiddete dikkat çekmek için Tekirdağ'da yürüyüş düzenlendi.  
5379,13:42,tekirdağ,Tekirdağ,Tekirdağ'da Eğitim Akademisi Tanıtıldı,"  Tekirdağ'da eğitim projeleri tanıtıldı, Vali Yardımcısı eğitimin önemine vurgu yaptı.  "
5380,13:19,tekirdağ,Tekirdağ,Tekirdağ Eğitim Akademisi Projesi Başladı,"  Tekirdağ'da eğitim yöneticileri, öğretmenler ve öğrenciler için tanıtım programı düzenlendi.  "
5381,12:47,tekirdağ,Tekirdağ,Akıllı Tarım Teknolojileri Verimliliği Artırıyor,"  Prof. Dr. Topakcı, akıllı tarımın giderleri düşürdüğünü ve verimliliği artırdığını vurguladı.  "
5382,12:18,tekirdağ,Tekirdağ,"Tekirdağ'da Kaza: 1 Ölü, 5 Yaralı","  Ergene'de otomobil ile midibüs çarpıştı; 1 kişi hayatını kaybetti, 5 kişi yaralandı.  "
5383,11:30,tekirdağ,Tekirdağ,Tekirdağ'da Uyuşturucu ve Dolandırıcılıkla Mücadele Toplantısı Düzenlendi,  Tekirdağ'da düzenlenen bilgilendirme toplantısında uyuşturucu bağımlılığı ve dolandırıcılıkla mücadele konuları işlendi. Çeşitli ilçelerde gerçekleştirilen etkinliklerde öğrencilere ve anne-babalara yönelik farkındalık çalışmaları yapıldı.  
5384,09:50,tekirdağ,Tekirdağ,"Tekirdağ'da Trafik Kazası: 1 Ölü, 5 Yaralı","  Tekirdağ'ın Ergene ilçesinde bir otomobilin takla atarak midibüsle çarpıştığı kaza sonucu 37 yaşındaki sürücü hayatını kaybetti, 5 kişi yaralandı. Olayla ilgili soruşturma devam ediyor.  "
5385,23:16,tekirdağ,Tekirdağ,Engelli Genç Hastaneye Giderken Hayatını Kaybetti,  Çerkezköy'de rahatsızlanan 23 yaşındaki sağır ve dilsiz Davut Ö. hastanede yaşamını yitirdi.  
5386,20:05,tekirdağ,Tekirdağ,Sıla bebeğin teyzesinin girdiği bunalım sonucu intihar ettiği ortaya çıktı,"  Tekirdağ'da cinsel istismara uğrayarak hayatını kaybeden 2 yaşındaki Sıla bebeğin teyzesi Elif Akyüz, yeğeninin ölümünden sonra girdiği bunalım sonucu 3. kattan atlayarak intihar etti. Akyüz, ölmeden önce Sıla'nın ve 5 yaşındaki ablasının velayetlerini alabilmek için dava açmıştı.  "
5387,20:05,tekirdağ,Tekirdağ,Tekirdağ'da İki Trajedi: Yeğeninin Ölümüne Dayanamadı,"  Sıla bebeğin ölümü sonrası bunalıma giren teyzesi Elif Akyüz, 3. kattan atlayarak intihar etti.  "
5388,18:16,tekirdağ,Tekirdağ,"Teyze Elif Akyüz Düştü, Hayatını Kaybetti","  Cinsel istismara uğrayan Sıla bebeğin teyzesi Elif Akyüz, balkondan düşerek yaşamını yitirdi.  "
5389,17:55,tekirdağ,Tekirdağ,Tekirdağ'da Kuvvetli Rüzgar Çatı Parçalarını Uçurdu,"  Tekirdağ'ın Muratlı ilçesinde etkili olan kuvvetli rüzgar, bir binanın çatısının parçalarını yola ve bir okul bahçesine düşürdü. Olay sonrası bölgede elektrik kesintisi yaşandı.  "
5390,15:42,tekirdağ,Tekirdağ,Tekirdağ'da mesleğe yeni başlayan öğretmenler yemin etti,  Tekirdağ'da mesleğe yeni başlayan öğretmenler yemin etti Tekirdağ'da mesleğe yeni başlayan 16 öğretmen yemin etti.  
