,tarih,city,city2,title,content,suc_turu
6935,2020-12-21 00:00:00,çatalca,i̇stanbul,Son dakika... Çatalca'da otomobil hafriyat kamyonuna çarptı: 1 ölü,"  Son dakika gelişmesine göre Çatalca'da meydana gelen trafik kazasında, hafriyat kamyonuna arkadan çarpan otomobilin sürücüsü hayatını kaybetti.  ",Şiddet Suçları
6945,2022-09-06 00:00:00,çatalpınar,ordu,Ordu'da telefon kablosu hırsızları tutuklandı,  Ordu'da telefon kablolarını çalan 2 kişi tutuklanarak cezaevine gönderildi.  ,Mala Karşı İşlenen Suçlar
6947,2018-08-23 00:00:00,çatalpınar,ordu,Yol Kenarındaki Köpeği Odunla Yaraladı,"  Ordu’da bir kişi, yol kenarında duran bir köpeği odunla vurarak yaraladı.  ",Şiddet Suçları
6951,2024-04-29 00:00:00,çatalzeytin,kastamonu,"Çatalzeytin'de 2 Milyon TL Değerinde Altın Çalındı, Şüpheli Yakalandı","  Kastamonu'nun Çatalzeytin ilçesinde bir evden yaklaşık 2 milyon TL değerinde altın, 6 bin 700 euro ve 100 bin TL çalan şahıs polis ekipleri tarafından yakalandı. Şahıs, hakim karşısına çıkarıldıktan sonra tutuklandı.  ",Mala Karşı İşlenen Suçlar
6966,2020-04-07 00:00:00,çavdır,burdur,Cezaevinden izinli çıkan hükümlü boşanma aşamasındaki karısını öldürdü,"  Burdur'un Çavdır ilçesinde, hükümlü bulunduğu açık cezaevinden izinli çıkan ve boşanma aşamasındaki karısını bıçaklayarak öldürdükten sonra kaçan zanlı yakalandı.  ",Şiddet Suçları
6968,2023-08-10 00:00:00,çavdır,burdur,Denizlispor Taraftarlarına Silahlı Saldırı,"  Fethiyespor-Denizlispor karşılaşması için Fethiye'ye giden Denizlispor taraftar grubu, Burdur'un Çavdır ilçesinde bulunan bir benzin istasyonunda çıkan kavga sonrası silahlı saldırıya uğradı. Olayda yaralanan olmazken, otobüsler güvenliği sağlanarak jandarma karakoluna götürüldü.  ",Şiddet Suçları
6970,2024-05-10 00:00:00,çavdır,burdur,Tıra Çarpan Otomobil Alev Aldı!,  Burdur'da otomobilin tıra çarpması sonucu sürücü ağır yaralandı ve araç yangın çıkardı.  ,Şiddet Suçları
6971,2023-01-27 00:00:00,çavdır,burdur,"15 yaşındaki çocuğun kullandığı araç duvara çarptı, annesi son nefesini hastanede verdi","  Burdur'un Çavdır ilçesinde direksiyon başına geçen 15 yaşındaki çocuğun kullandığı araç, kontrolden çıkarak bahçe duvarına çarptı. Kazada yolcu koltuğunda oturan anne kaldırıldığı hastanede hayatını kaybetti.  ",Şiddet Suçları
6973,2024-10-28 00:00:00,çay,afyonkarahisar,77 Yaşındaki Adam 10 Gün Sonra Ölü Bulundu,"  Karabük'te 10 gündür kayıp olan Yaşar Dursun, çay kenarında ölü bulundu. Olayla ilgili inceleme sürüyor.  ",Şiddet Suçları
6979,2024-10-18 00:00:00,çay,afyonkarahisar,Dina'nın Ölümü Üzerine Duruşma,"  Gabonlu öğrenci Dina'nın şüpheli ölümü davasında tanık ifadeleri alındı, tutuklu sanık Dursun Acar'ın durumu devam ediyor.  ",Şiddet Suçları
6981,2024-12-01 00:00:00,çaybaşı,ordu,Ordu'da çevre dernekleri ve vatandaşlar kirli su protestosu düzenledi,"  Ordu'nun Çaybaşı ilçesinde çevre dernekleri ve vatandaşlar, Ordu Büyükşehir Belediyesi'nin kirli suları dereye karışan Katı Atık Bertaraf Tesisi'yle ilgili mahkeme kararına uymamasını protesto etti. Mahkeme kararlarının uygulanmamasının suç olduğunu belirten avukatlar, belediyeyi uyararak gereğini yapmalarını istedi.  ",Düzen ve Kamu Güvenliğine Karşı İşlenen Suçlar
6985,2022-01-02 00:00:00,çaybaşı,ordu,Ordu'da ahşap balkonun çökmesi sonucu 2 kişi yaralandı,  Ordu'nun Çaybaşı ilçesinde prefabrik evin ahşap balkonunun çökmesi sonucu biri çocuk 2 kişi yaralandı.  ,Şiddet Suçları
6987,2022-09-11 00:00:00,çaybaşı,ordu,Kömürlük hırsızı kıskıvrak yakalandı,"  İzmir'in Torbalı ilçesinde, kömürlükte bulunan malzemelerin çalındığı ihbarı üzerine harekete geçen polis, hırsızı çaldığı malzemelerle birlikte yakaladı.  ",Mala Karşı İşlenen Suçlar
6988,2022-08-15 00:00:00,çaybaşı,ordu,Ordu'da devrilen traktörün altında kalan baba hayatını kaybetti,"  Ordu'nun Çaybaşı ilçesinde devrilen traktörün altında kalan baba hayatını kaybederken, oğlu da yaralandı.  ",Şiddet Suçları
6989,2024-04-03 00:00:00,çaycuma,zonguldak,Çalıntı Motosiklet Bartın'da Bulundu,"  Zonguldak'ın Çaycuma ilçesinde çalınan motosiklet, Bartın'da jandarma ekiplerinin denetiminde bulundu. Jandarma ekipleri tarafından durdurulan motosikletin sahte plakası olduğu ve Çaycuma ilçesinden çalındığı tespit edildi. Motosikletin sahibine teslim edilmesi için işlemler devam ediyor.  ",Mala Karşı İşlenen Suçlar
6991,2023-08-17 00:00:00,çaycuma,zonguldak,"Zonguldak'ta genç kadın, ikinci kattaki balkondan düşerek hayatını kaybetti ","  Zonguldak'ın Çaycuma ilçesinde bir kadın gece saatlerinde evin balkonundan düşerek hayatını kaybetti. Ölümün intihar mı, cinayet mi olduğu konusunda soruşturma devam ediyor.  ",Şiddet Suçları
6992,2023-03-11 00:00:00,çaycuma,zonguldak,Zonguldak'ta kamyonet ile işçi servisi çarpıştı: 11 yaralı,"  Zonguldak'ın Çaycuma ilçesinde meydana gelen trafik kazasında kamyonet ile işçi servisi çarpıştı, 11 kişi yaralandı. Yaralılar hastaneye kaldırıldı.  ",Şiddet Suçları
6995,2023-09-21 00:00:00,çaycuma,zonguldak,Zonguldak'ta Uyuşturucu Operasyonunda 5 Bin 150 Gram Madde Ele Geçirildi,"  Zonguldak'ın Çaycuma ilçesinde jandarma ekipleri tarafından düzenlenen operasyonda, bir şüphelinin evinde yapılan aramada 5 bin 150 gram uyuşturucu madde ele geçirildi. Operasyonda gözaltına alınan şüpheli, uyuşturucu madde ticareti suçlamasıyla tutuklanarak cezaevine gönderildi.  ",Narkotik Suçları
6996,2024-07-03 00:00:00,çaycuma,zonguldak,"Engelli Genç, Adalet Bakanı Yılmaz Tunç'un Konuşmasını Kesti","  Zonguldak'ın Çaycuma ilçesinde seçim ofisi açılışını gerçekleştiren Adalet Bakanı Yılmaz Tunç'un konuşmasını engelli bir genç kesti. Genç, Binali Yıldırım ile çekildiği videosunu göstererek dikkat çekti.  ",Şiddet Suçları
6999,2024-01-06 00:00:00,çayeli,rize,Rize'de ağaç kesimi sırasında kaza: Bir kişi yaralandı,"  Rize'nin Çayeli ilçesinde bir kişi, kestiği ağacın altında kalarak yaralandı. Olayın ardından sağlık ekipleri ve AFAD olay yerine sevk edildi. Yaralı kişi, köylülerin yardımıyla kurtarılarak hastaneye kaldırıldı.  ",Şiddet Suçları
7007,2024-04-05 00:00:00,çaykara,trabzon,Trabzon'da Muhtarlık Seçimi Sonrası İlginç Gelişmeler,"  Trabzon'un Çaykara ilçesinde yapılan muhtarlık seçimi sonrası yaşananlar, Karadeniz fıkralarını aratmadı. Seçimi kaybeden eski muhtar, yeni seçilen muhtarın adli sicil kaydı olduğunu belirterek şikayet etti. Ancak kendisinin de aynı suçtan adli sicil kaydı olduğunu unutmuştu. İlçe Seçim Kurulu, her iki adayın da muhtar olamayacağına karar vererek seçimin yenilenmesine karar verdi.  ",Düzen ve Kamu Güvenliğine Karşı İşlenen Suçlar
7019,2018-04-11 00:00:00,çayıralan,yozgat,Göçük Altında Kalan Güvenlik Görevlisi Memleketinde Toprağa Verildi,"  İstanbul Ümraniye’de göçük altında kalarak hayatını kaybeden güvenlik görevlisi Güray Halat’ın cenazesi, memleketi Yozgat’ın Çayıralan ilçesi Günyayla köyünde toprağa verildi.  ",Şiddet Suçları
7022,2021-02-08 00:00:00,çayırlı,erzincan,Erzincan'da 37 kök Hint keneviri ele geçirildi,  Erzincan'ın Çayırlı ilçesinde düzenlenen operasyonda 37 kök Hint keneviri ile 126 gram kubar esrar ele geçirildi.  ,Narkotik Suçları
7023,2020-07-26 00:00:00,çayırlı,erzincan,"Şarampole uçan traktörün sürücüsü genç, hayatını kaybetti",  Erzincan'ın Çayırlı ilçesinde şarampole uçan traktörün sürücüsü 19 yaşındaki genç adam hayatını kaybetti.  ,Şiddet Suçları
7027,2020-09-18 00:00:00,çayırlı,erzincan,Son dakika haber | Yangında bir ev kullanılamaz hale geldi,  Son dakika haberlerine göre Erzincan'ın Çayırlı ilçesine bağlı Çaykent köyünde çıkan yangında bir ev kullanılamaz hale geldi.  ,Mala Karşı İşlenen Suçlar
7028,2020-07-09 00:00:00,çayırlı,erzincan,"Son dakika... Çayırlı Kaymakamı Büyükergene, görevden alındı","  Son dakika haberine göre Erzincan'ın Çayırlı ilçe Kaymakamı Ömer Büyükergene, İçişleri Bakanlığı tarafından başlatılan terör örgütü FETÖ soruşturması kapsamında görevden uzaklaştırıldı.  ",Düzen ve Kamu Güvenliğine Karşı İşlenen Suçlar
7030,2024-02-10 00:00:00,çayırova,kocaeli,Kocaeli'de Fabrika İnşaatında İşçi Düşmesi,"  Çayırova'da inşaatta çalışan 2 işçi, 4 metreden düşerek yaralandı. Soruşturma başlatıldı.  ",Şiddet Suçları
7037,2024-09-28 00:00:00,çağlayancerit,kahramanmaraş,Dervişoğlu: İsrail Terör Devletidir,"  Dervişoğlu: İsrail, bölgemizde bir terör devletidir (2)İYİ Parti Genel Başkanı Müsavat Dervişoğlu, Gaziantep'teki temaslarının ardından Çağlayancerit 8'inci Ceviz ve Kültür Festivali'ne katılmak üzere Kahramanmaraş'ın Çağlayancerit ilçesine geçti.  ",Düzen ve Kamu Güvenliğine Karşı İşlenen Suçlar
7039,2019-04-29 00:00:00,çağlayancerit,kahramanmaraş,Jandarmadan Define Avcılarına Suçüstü,"  KAHRAMANMARAŞ'ın Çağlayancerit ilçesinde kaçak kazıyla define arayan 4 kişi, jandarma tarafından suçüstü yakalandı.  ",Mala Karşı İşlenen Suçlar
7040,2019-06-10 00:00:00,çağlayancerit,kahramanmaraş,Kahramanmaraş'ta ahır yangını: 17 hayvan telef oldu,  Kahramanmaraş'ta bir ahırda çıkan yangın sonrası 17 hayvan yanarak telef oldu.  ,Mala Karşı İşlenen Suçlar
7044,2024-07-19 00:00:00,çağlayancerit,kahramanmaraş,Kahramanmaraş'ta İnşaat Demiriyle Yaralanan Kadın Hastaneye Kaldırıldı,"  Kahramanmaraş'ın Çağlayancerit İlçesi'nde meydana gelen olayda, ismi öğrenilemeyen bir kadının ayağına inşaat demiri girdi. İtfaiye ekiplerinin müdahalesiyle demir kesildi ve yaralı kadın hastaneye kaldırıldı. Polis olayla ilgili inceleme başlattı.  ",Şiddet Suçları
7058,2024-08-17 00:00:00,çekmeköy,i̇stanbul,Çekmeköy'de Lüks Villa Alev Alev Yandı,  Çekmeköy'de bir site içerisindeki lüks villa bilinmeyen bir nedenle çıkan yangın sonucu alev alev yandı. İtfaiye ekiplerinin müdahalesiyle yangın söndürüldü. Olay yerine jandarma ekipleri de gelerek inceleme başlattı.  ,Mala Karşı İşlenen Suçlar
7061,2024-10-10 00:00:00,çelebi,kırıkkale,Kırıkkale'de Kaybolan Kadın İçin Tutuklu Sayısı 4 Oldu,"  Sevgi Gülden Yalçıner'in kaybolmasıyla ilgili 2 şüpheli daha tutuklandı, toplam tutuklu sayısı 4'e yükseldi.  ",Şiddet Suçları
7078,2024-10-20 00:00:00,çeltik,konya,Edirne'de Çiftlikte Yangın: Saman ve Çeltik Küle Döndü,  Edirne'de bir çiftlikte çıkan yangında saman balyaları ve çeltikler yanarak kül oldu.  ,Mala Karşı İşlenen Suçlar
7085,2020-12-09 00:00:00,çeltikçi,burdur,"Son dakika haberi: BURDUR Yolcu otobüsü TIR'a arkadan çarptı 1 ölü, 6 yaralı","  Son dakika haberleri: Yolcu otobüsü park halindeki TIR'a çarptı: 1 ölü, 6 yaralıBurdur'un Çeltikçi ilçesinde, park halindeki un yüklü TIR'a arkadan çarpan yolcu otobüsündeki 1 kişi öldü, 1'i ağır, 6 kişi yaralandı.  ",Şiddet Suçları
7086,2021-12-21 00:00:00,çeltikçi,burdur,Burdur'da 175 parça tarihi eser ele geçirildi,  Burdur'da çeşitli dönemlere ait olduğu değerlendirilen 175 parça tarihi eser ele geçirildi.  ,Mala Karşı İşlenen Suçlar
7101,2023-11-10 00:00:00,çerkezköy,tekirdağ,Çerkezköy'de Ticari Takside Uyuşturucu Operasyonu,"  Tekirdağ'ın Çerkezköy ilçesinde şok uygulama yapan polis ekipleri, şüphe üzerine durdurdukları ticari takside 11,10 gram uyuşturucu ele geçirdi. Olayla ilgili 3 şüpheli gözaltına alındı.  ",Narkotik Suçları
7104,2023-09-25 00:00:00,çerkezköy,tekirdağ,Tekirdağ'da Uyuşturucu ve Tabanca İle Yakalanan 2 Şüpheli Gözaltına Alındı,"  Muratlı ilçesinde durumundan şüphelenilen bir otomobilde yapılan aramada, kuru sıkıdan bozma tabanca, 5 gram metamfetamin ve uyuşturucu içme aparatı ele geçirildi. Araçtaki 2 şüpheli gözaltına alındı. Aynı gün Çerkezköy ilçesinde de bir kişinin üst aramasında 2 gram eroin ele geçirildi ve şüpheli gözaltına alındı. Çerkezköy'de ise bir tırın elektrik direğini devirmesi nedeniyle yol trafiğe kapatıldı.  ",Narkotik Suçları
7105,2023-11-20 00:00:00,çerkezköy,tekirdağ,Çerkezköy'de Kadın Cinayeti: Eski Eşinin Evinde Ölü Bulundu,"  Tekirdağ'ın Çerkezköy ilçesinde bir kadın, eski eşinin evinde ölü bulundu. Kadının tabancayla vurularak öldürüldüğü belirlendi. Cinayet şüphelisi ise polis ekipleri tarafından yakalandı.  ",Şiddet Suçları
7106,2023-11-09 00:00:00,çerkezköy,tekirdağ,Çerkezköy'de Uyuşturucu ve Silah Operasyonu: 2 Şüpheli Tutuklandı,"  Tekirdağ'ın Çerkezköy ilçesinde durdurulan şüpheli araçtaki 2 şüpheliden uyuşturucu madde, silah ve para ele geçirildi. Şahısların birçok suçtan aranmasının olduğu tespit edildi. Şahıs işlemlerinin ardından sevk edildikleri mahkemece tutuklandı.  ",Narkotik Suçları
7112,2024-01-08 00:00:00,çerkeş,çankırı,Çerkeş'te Traktöre Çarpan Araç Sürücüsü Hayatını Kaybetti,"  Çankırı'nın Çerkeş ilçesinde meydana gelen trafik kazasında, traktöre çarpan hafif ticari aracın sürücüsü hayatını kaybetti. İhbar üzerine olay yerine jandarma, itfaiye ve sağlık ekipleri sevk edildi. Yapılan ilk müdahalede araç sürücüsünün olay yerinde hayatını kaybettiği belirlendi.  ",Şiddet Suçları
7114,2024-02-26 00:00:00,çerkeş,çankırı,Çerkeş ilçesinde köy muhtarı tarafından bıçaklanan şahıs hayatını kaybetti,"  Çankırı'nın Çerkeş ilçesinde Yeşilöz köyü muhtarı Kadir Y. ile Erdal Dağıstan arasında çıkan tartışma kavgaya dönüştü. Kavga sırasında Kadir Y., Erdal Dağıstan'ı bıçakla yaraladı. Yaralanan şahıs, yapılan tüm müdahalelere rağmen kurtarılamadı. Olayla ilgili Kadir Y., gözaltına alındı. Dağıstan'ın cenazesinin Yeşilöz mezarlığında defnedileceği belirtildi.  ",Şiddet Suçları
7120,2024-02-27 00:00:00,çermik,diyarbakır,"Diyarbakır Çermik'te kafa kafaya çarpışan otomobillerde 1 ölü, 3 yaralı","  Diyarbakır'ın Çermik ilçesinde meydana gelen trafik kazasında, iki otomobilin kafa kafaya çarpışması sonucu 1 kişi hayatını kaybetti, 3 kişi yaralandı. Kazada yaralananlar hastaneye kaldırıldı ve yapılan müdahalelere rağmen bir kişi hayatını kaybetti. Kazayla ilgili soruşturma devam ediyor.  ",Şiddet Suçları
7121,2023-11-26 00:00:00,çermik,diyarbakır,Diyarbakır'da Tarlada Çalışan İşçi Kolunu Makineye Kaptırdı,  Diyarbakır'ın Çermik ilçesinde tarlada çalışırken kolunu mısır hasat makinesine kaptıran bir işçi ağır yaralandı. İhbar üzerine olay yerine sağlık ekipleri sevk edildi ve işçi ambulans helikopterle hastaneye götürüldü.  ,Şiddet Suçları
7130,2024-11-22 00:00:00,çeşme,i̇zmir,"İzmir'de 87 Kaçak Göçmen Yakalandı, 61 Göçmen Kurtarıldı","  İzmir'in Çeşme, Karaburun ve Seferihisar ilçeleri açıklarında 87 kaçak göçmen yakalanırken, 61 göçmen de kurtarıldı. Olayla ilgili 2 göçmen kaçakçısı şüphelisi yakalandı.  ",Organize Örgüt Suçları
7132,2024-10-21 00:00:00,çeşme,i̇zmir,Çeşme'de 69 Düzensiz Göçmen Kurtarıldı,"  İzmir'in Çeşme açıklarında yasa dışı yola hazırlanan 69 göçmen, Sahil Güvenlik tarafından kurtarıldı.  ",Düzen ve Kamu Güvenliğine Karşı İşlenen Suçlar
7137,2024-02-24 00:00:00,çifteler,eskişehir,Eskişehir'de uyuşturucu operasyonu: 3 şüpheli tutuklandı,"  Eskişehir'in Çifteler ilçesinde düzenlenen uyuşturucu operasyonunda gözaltına alınan 4 şüpheliden 3'ü tutuklandı. Operasyonda 10 gram sentetik uyuşturucu, 7 gram esrar, 154 adet sentetik hap ve uyuşturucu kullanma aparatı ele geçirildi. Şüpheliler adliyeye sevk edildi ve savcılık sorgularının ardından 3'ü tutuklandı, biri ise adli kontrol şartıyla serbest bırakıldı.  ",Narkotik Suçları
7141,2024-02-11 00:00:00,çiftlik,niğde,İnegöl'de Çoban Cinayeti,"  Çiftlik sahibi Taner Tuna, çobanı pompalı tüfekle öldürdü, 21 saat sonra polisi aradı.  ",Şiddet Suçları
7143,2024-02-11 00:00:00,çiftlik,niğde,Bursa'da cinayet: Çobanı vuran çiftlik sahibi tutuklandı,  İnegöl'de kıza talip olan çobanı vurarak öldüren çiftlik sahibi Taner Tuna tutuklandı.  ,Şiddet Suçları
7145,2024-06-27 00:00:00,çiftlik,niğde,Niğde'de kafa kafaya çarpışan otomobillerde 6 kişi yaralandı,"  Niğde'nin Çiftlik ilçesinde meydana gelen kazada, iki otomobilin kafa kafaya çarpışması sonucu 3'ü ağır olmak üzere toplamda 6 kişi yaralandı. Yaralılar, ambulanslarla Niğde Ömer Halisdemir Eğitim ve Araştırma Hastanesine kaldırıldı. Kazayla ilgili soruşturma başlatıldı.  ",Şiddet Suçları
7146,2024-10-13 00:00:00,çiftlik,niğde,Aydın'da Hırsız Suçüstü Yakalandı,"  İncirliova'da jandarma, çiftlikten çalan hırsızı suçüstü yakaladı ve çalınan malzemeleri teslim aldı.  ",Mala Karşı İşlenen Suçlar
7150,2023-03-11 00:00:00,çiftlikköy,yalova,Yalova'da Ormanlık Alanda Uyuşturucu Yetiştiren Zanlı Tutuklandı,"  Yalova'da jandarma tarafından düzenlenen operasyonda, Çiftlikköy ilçesinde ormanlık alanda kurduğu çadırda uyuşturucu yetiştiren bir zanlı tutuklandı. Operasyonda 125 gram sentetik esrar, 17 gram skunk ve 4 adet uyuşturucu kullanma aparatı ele geçirildi.  ",Narkotik Suçları
7153,2023-09-22 00:00:00,çiftlikköy,yalova,Yalova'da Kirli Balast Suyu Skandalı: Gemiye 7 Milyon TL Cezai İşlem Uygulandı,"  Yalova'nın Çiftlikköy ilçesi açıklarında demir atan bir Liberya bayraklı kuru yük gemisi, Marmara Denizi'ne kirli balast suyu bıraktığı tespit edildi. Gemiye Çevre Kanunu çerçevesinde 7 milyon 717 bin 748,58 lira idari para cezası kesilirken seferden de men edildi.  ",Ekonomik Suçlar
7155,2023-09-08 00:00:00,çiftlikköy,yalova,Yalova'da Uyuşturucu Operasyonunda Valizinde Uyuşturucu Yakalanan Kişi Tutuklandı,"  Yalova Emniyet Müdürlüğü Narkotik Suçlarla Mücadele Şube ekipleri, çevre illerden Yalova'ya uyuşturucu madde getireceği bilgisini aldığı N.Y'yi takibe aldı. Çiftlikköy ilçesinde aracı durdurularak gözaltına alınan N.Y'nin araç ve ikametinde narkotik maddeler arama köpeği 'Zeytin' eşliğinde arama yapan ekipler, bir valizin içerisinde 3 kilo 500 gram skunk ele geçirdi. Emniyetteki işlemlerinin ardından adli mercilere sevk edilen N.Y. tutuklandı.  ",Narkotik Suçları
7157,2023-10-23 00:00:00,çilimli,düzce,"Düzce'de Gasp, Yağma ve Cinsel Saldırı Şüphelileri Yakalandı","  Düzce'de Jandarma ekipleri, gasp, yağma, cinsel saldırı ve oto hırsızlığı olayları şüphelisi olan 3 kişiyi yakaladı. Şüpheliler tutuklanarak Çilimli Kapalı Cezaevine teslim edildi.  ",Şiddet Suçları
7158,2023-06-13 00:00:00,çilimli,düzce,"Düzce'de baba, bıçakla ailesine saldıran oğlunu silahla öldürdü","  Düzce'nin Çilimli ilçesinde, bıçakla ailesine zarar vermeye çalıştığı iddiasıyla oğlunu silahla öldüren baba gözaltına alındı. Baba, diğer oğlu ile kavga ederken zihinsel engelli oğluna zarar verdiği için müdahale ettiği Mustafa A, bıçak çekerek babasına ve diğer aile bireylerine tehditler savurup saldırmaya çalıştı. Baba, evden aldığı pompalı tüfekle ateş etmesi sonucu Mustafa A. göğsünden yaralandı ve kurtarılamadı. Maktulün daha önce de 4 kez hapse girdiği öğrenildi.  ",Şiddet Suçları
7164,2024-02-21 00:00:00,çilimli,düzce,Düzce'de tırın dorsesinde kağıt havluların arasında 39 düzensiz göçmen yakalandı,  Düzce'nin Çilimli ilçesinde bir tırın dorsesinde kağıt havlu balyaları arasında 39 düzensiz göçmen yakalandı. İnsan kaçakçılığı şüphelisi sürücü gözaltına alındı.  ,Düzen ve Kamu Güvenliğine Karşı İşlenen Suçlar
7167,2024-08-13 00:00:00,çine,aydın,Aydın'da kasten öldürme suçundan aranan şüpheli yakalandı,"  Aydın'ın Çine ilçesinde kasten öldürme suçundan aranan şüpheli jandarma ekiplerince kıskıvrak yakalandı. İl Jandarma Komutanlığı koordinesinde gerçekleştirilen operasyonda, hakkında 8 yıl 9 ay kesinleşmiş hapis cezası bulunan şahıs tutuklandı.  ",Şiddet Suçları
7169,2024-05-09 00:00:00,çine,aydın,Aydın'da Bandrolsüz İçki Operasyonu: 102 Şişe Kaçak İçki Ele Geçirildi,"  Aydın'ın Çine ilçesinde yapılan operasyonda, alkollü içki kaçakçılığına karşı kontrol gerçekleştirildi. Kavşit Mahallesi'ndeki bir işletmede yapılan denetimlerde, TAPDK belgesi olmaksızın açık alanda alkollü içki satıldığı tespit edildi. Toplam 102 adet bandrolsüz içki ele geçirilirken, işletmeye 16 bin 554 TL idari para cezası kesildi.  ",Ekonomik Suçlar
7171,2024-11-09 00:00:00,çine,aydın,Tarihi Eser Kaçakçılarına Suçüstü,"  Aydın'ın Çine ilçesinde tarihi eser bulmak amacıyla kaçak kazı yapan 3 şüpheli, jandarma ekiplerince suçüstü yakalandı. Şüphelilerin üzerinde çeşitli kazı malzemeleri ele geçirildi.  ",Mala Karşı İşlenen Suçlar
7174,2024-02-10 00:00:00,çivril,denizli,79 Yaşındaki Alzheimer Hastası Kayıp,  Denizli'de 79 yaşındaki Alzheimer hastası Himmet Koçyiğit'ten 5 gündür haber alınamıyor.  ,Şiddet Suçları
7175,2024-01-08 00:00:00,çivril,denizli,Denizli'de Çalınan Otomobil Antalya'da Bulundu,"  Denizli'nin Çivril ilçesinde çalındığı iddia edilen otomobil, Antalya'da park halinde bulundu. Polis ekipleri şüpheliyi yakalarken, araç sahibi ile şüphelinin tartışmasının olayın sebebi olduğu belirlendi. Araçta yapılan incelemede cüzdan ve telefonlar bulundu.  ",Mala Karşı İşlenen Suçlar
7176,2024-02-29 00:00:00,çivril,denizli,Denizli'de yapılan operasyonda uyuşturucu ve silahlar ele geçirildi,"  Denizli İl Jandarma Komutanlığına bağlı ekipler, Pamukkale ve Çivril ilçelerinde 4 zehir tacirine yönelik operasyon düzenledi. Yapılan aramalarda 18 gram 350 kullanımlık sentetik kannabinoid, silahlar ve uyuşturucu yapımında kullanılan solüsyon ele geçirildi. Yakalanan 4 şüphelinin işlemleri devam ediyor.  ",Narkotik Suçları
7180,2024-06-04 00:00:00,çivril,denizli,Denizli'de Sevilen Emekli Öğretmen Evde Ölü Bulundu,"  Denizli'nin Çivril ilçesinde yaşayan 56 yaşındaki emekli öğretmen Pembe Aykut, yalnız yaşadığı evinde ölü olarak bulundu. Komşuları tarafından fark edilen Aykut'un cansız bedeni, yapılan incelemenin ardından aile mezarlığına defnedildi.  ",Şiddet Suçları
7187,2023-02-09 00:00:00,çiçekdağı,kırşehir,"Kırşehir'de kına gecesi kana bulandı, gelin en mutlu gününde yaralandı","  Kırşehir'in Çiçekdağı ilçesinde düzenlenen kına gecesinde, kim tarafından ateşlendiği bilinmeyen tüfekten çıkan saçmalar gelinin yaralanmasına neden oldu. Yaralı gelin tedavi altına alındı.  ",Şiddet Suçları
7191,2024-10-22 00:00:00,çiğli,i̇zmir,"Ehliyetsiz sürücü kaza yaptı, 14 yaşında hayatını kaybetti",  İzmir'de ehliyetsiz motosiklet sürücüsü 14 yaşındaki Batuhan Taşkıran kaza sonucu yaşamını yitirdi.  ,Şiddet Suçları
7192,2024-09-29 00:00:00,çiğli,i̇zmir,Harmandalı Çöplüğü Protestosu,"  İzmir'de grup, Harmandalı Atık Tesisi'nin kapatılması için yürüyüş düzenledi.  ",Düzen ve Kamu Güvenliğine Karşı İşlenen Suçlar
7194,2024-10-29 00:00:00,çiğli,i̇zmir,İzmir'de Polis Memuru Vuruldu,  Çiğli'de tekel bayisinde çıkan tartışmada polis memuru Mehmet Sıddık Temel hayatını kaybetti.  ,Şiddet Suçları
7196,2024-10-22 00:00:00,çiğli,i̇zmir,İzmir'de Akraba Cinayeti: G.S. Tutuklandı,"  G.S., husumetlisi Serdar Çakmak'ı tabanca ile vurdu, olay sonrası yakalandı ve tutuklandı.  ",Şiddet Suçları
7202,2024-05-10 00:00:00,çobanlar,afyonkarahisar,Düğünlerde Havaya Ateş Açan 14 Kişi Gözaltında,"  Çobanlar'da silahlı eğlenceye son; 14 kişi gözaltına alındı, çok sayıda silah ele geçirildi.  ",Şiddet Suçları
7204,2022-08-08 00:00:00,çobanlar,afyonkarahisar,Aile içinde çıkan kavgada bıçaklanan baba öldü; anne ve 2 çocuğu tutuklandı,"  AFYONKARAHİSAR'ın Çobanlar ilçesinde, aile içerisinde çıkan kavgada bıçaklanan İdris Ç. (54) yaşamını yitirdi, eşi ve 2 çocuğu tutuklandı.  ",Şiddet Suçları
7205,2024-11-20 00:00:00,çorlu,tekirdağ,Çorlu'da Motosiklet Kazası: 2 Yaralı,"  Tekirdağ Çorlu'da otomobille çarpışan motosikletten iki kişi yaralandı, hastaneye kaldırıldı.  ",Şiddet Suçları
7208,2024-10-24 00:00:00,çorlu,tekirdağ,Trafikte Yumruklu Kavga,  Tekirdağ'da iki sürücünün trafiğe bağlı tartışması yumruklu kavgaya dönüştü. O anlar kamerada.  ,Şiddet Suçları
7209,2024-05-11 00:00:00,çorlu,tekirdağ,Husumet Kanlı Bitti: Av Tüfeğiyle Ateş Açtı,"  Çorlu'da O.S., husumetlisi V.T.'nin iş yerine av tüfeğiyle ateş açarak tutuklandı.  ",Şiddet Suçları
7210,2024-11-22 00:00:00,çorlu,tekirdağ,Ersin Aka'ya Silahlı Saldırı,"  Çorluspor Teknik Direktörü Ersin Aka, silahlı saldırıda hayatını kaybetti. Güvenlik görüntüleri mevcut.  ",Şiddet Suçları
7211,2024-11-23 00:00:00,çorlu,tekirdağ,Çorluspor 1947'nin Teknik Direktörüne Saldırı,"  Çorluspor 1947 teknik direktörü Ersin Aka, silahlı saldırıda hayatını kaybetti. Soruşturma başlatıldı.  ",Şiddet Suçları
