,tarih,city,city2,title,content,suc_turu_title,suc_turu_content
5374,2021-11-10 00:00:00,saraykent,yozgat,"Saraykent'te 1588 vatandaşa ""Afet Farkındalık Eğitimi"" verildi","  Yozgat'ın Saraykent ilçesinde 1588 vatandaşa ""Afet Farkındalık Eğitimi"" verildi.  ","{""suç_türü"": ""Hiçbiri""}","{
  ""suç_türü"": ""Hiçbiri""
}"
5375,2021-10-29 00:00:00,saraykent,yozgat,Öğrenciler ay yıldız koreografisi oluşturdu,  Yozgat'ın Sorgun ve Saraykent ilçelerinde 29 Ekim Cumhuriyet Bayramı törenle kutlandı.  ,"{
  ""suç_türü"": ""Hiçbiri""
}","{
  ""suç_türü"": ""Hiçbiri""
}"
5376,2021-03-09 00:00:00,saraykent,yozgat,"Yozgat Valisi Ziya Polat, beldeleri ziyaret etti","  Köy ve belde ziyaretlerini sürdüren Yozgat Valisi Ziya Polat, Saraykent ilçesine bağlı Dedefakılı ve Ozan beldesi ile Sorgun ilçesine bağlı Bahadın beldesini ziyaret etti.  ","{
""suç_türü"": ""Hiçbiri""
}","{
  ""suç_türü"": ""Hiçbiri""
}"
5377,2019-11-22 00:00:00,saraykent,yozgat,İlmek ilmek dokudukları halı ve kilimlerle tarihi yaşatıyorlar,  İlmek ilmek dokudukları halı ve kilimlerle tarihi yaşatıyorlarYOZGAT - Yozgat'tın Saraykent ilçesinde kültürel ve sanatsal değeri olan halı ve kilim dokumacılığını canlandırmak için geliştirilen proje ile kursiyerler dokumacılığın inceliklerini öğreniyor.  ,"{""suç_türü"": ""Hiçbiri""}","{
  ""suç_türü"": ""Hiçbiri""
}"
5378,2021-07-18 00:00:00,saraykent,yozgat,Saraykent Sosyal Yardımlaşma ve Dayanışma Derneği'nden Suriyeli çocuklara bayram hediyesi,"  Yozgat Saraykent Sosyal Yardımlaşma Derneği, Sorgun Şefkat Eli İnsani Yardım Derneği ile organize ettiği ""El Ele Türkmen Yurduna Sevgi Bağı"" projesi kapsamında Suriye'nin Marea kasabasında 500 çocuğa bayram hediyesi dağıttı.  ","{
  ""suç_türü"": ""Hiçbiri""
}","{""suç_türü"": ""Hiçbiri""}"
5379,2021-10-21 00:00:00,saraykent,yozgat,Gönül Dağı Yazarı ile söyleyişi,"  Modern Türk edebiyatının günümüzdeki önemli temsilcilerinden olan yazar Mustafa Çiftçi, Saraykent Çok Programlı Anadolu Lisesi'nde öğrenciler ile edebiyat söyleşisi gerçekleşti.  ","{
  ""suç_türü"": ""Hiçbiri""
}","{
  ""suç_türü"": ""Hiçbiri""
}"
5380,2018-12-07 00:00:00,saraykent,yozgat,Yozgat'ta Tarihi Eser Operasyonu,"  Yozgat’ın Saraykent ilçesinde, jandarma ekipleri tarafından yapılan operasyonda 203 adet sikke ve tarihi obje ele geçirildi.  ","{
  ""suç_türü"": ""Mala Karşı İşlenen Suçlar""
}","{""suç_türü"": ""Mala Karşı İşlenen Suçlar""}"
5381,2024-10-30 00:00:00,sarayköy,denizli,Hisar Mahallesi'nde Cumhuriyet Bayramı Coşkusu,  Sarayköy Hisar Mahallesi'nde Cumhuriyet Bayramı geleneksel etkinliklerle coşkuyla kutlandı.  ,"{""suç_türü"": ""Hiçbiri""}","{
""suç_türü"": ""Hiçbiri""
}"
5382,2023-11-20 00:00:00,sarayköy,denizli,Eskort Siteleri Üzerinden Dolandırıcılık Yapan 7 Kişi Gözaltına Alındı,"  Denizli'de eskort sitelerine ilan verip, telefonla arayan kişilere hesaplarına para yatırtarak 14 ilde dolandırıcılık yaptıkları belirlenen şüphelilere yönelik düzenlenen operasyonda, 7 kişi gözaltına alındı. Adliyeye sevk edilen şüphelilerden 4'ü tutuklandı. Denizli İl Jandarma Komutanlığı Kaçakçılık ve Organize Suçlarla Mücadele (KOM) Şube Müdürlüğü ekipleri, Sarayköy ilçesinde internet siteleri ve sosyal medya üzerinden fuhşa aracılık etmek üzere hazırlanmış eskort ilanlarıyla 14 ilde dolandırıcılık yapanlara yönelik 2 ay önce çalışma başlattı. Dolandırıcılık olaylarına karışanlar tespit edilerek fiziki ve teknik takip başlatıldı. Şüphelilerin bu yöntemle yaklaşık 18 kişiyi toplam 1 milyon 561 bin TL dolandırdıkları belirlendi.  ","{""suç_türü"": ""Ekonomik Suçlar""}","{""suç_türü"": ""Dolandırıcılık"" }"
5383,2023-12-09 00:00:00,sarayköy,denizli,Sultan Sarı Baba Türbesinden Borazan Taşı Çalındı,"  Denizli'nin Sarayköy ilçesine bağlı Tekke Mahallesi'nde bulunan Sultan Sarı Baba Türbesinin simgelerinden olan iki borazan taşından biri çalındı. Tarihçiler, taşı çalan kişiyi geri bırakması için çağrıda bulundu.  ","{""suç_türü"": ""Mala Karşı İşlenen Suçlar""}","{
  ""suç_türü"": ""Mala Karşı İşlenen Suçlar""
}"
5384,2024-01-21 00:00:00,sarayköy,denizli,"Denizli'de korkunç kaza: Otomobil ikiye bölündü, 3 kişi yaralandı","  Denizli'nin Sarayköy ilçesinde meydana gelen trafik kazasında, bir otomobil kontrolden çıkarak aydınlatma direğine çarptı ve ikiye bölündü. Kazada bulunan 3 kişi yaralandı ve yola fırladı. Yaralılar, olay yerinde yapılan ilk müdahalelerin ardından hastanelere sevk edildi. Yaralıların hayati tehlikelerinin bulunmadığı belirtildi. Kazanın nedeniyle karayolunda uzun kuyruklar oluştu.  ","{""suç_türü"": ""Şiddet Suçları""}","{""suç_türü"": ""Hiçbiri""}"
5385,2023-09-19 00:00:00,sarayköy,denizli,3 metrelik çukura düşen porsuğu itfaiye kurtardı,"  Denizli'de elektrik direği için açılan yaklaşık 3 metre derinliğindeki çukura düşen porsuk, itfaiye ekiplerince kurtarıldı. Sarayköy ilçesi Cumhuriyet Mahallesi'nde vatandaşlar, yaklaşık 3 metre derinliğindeki elektrik direği için açılan çukurdan ses geldiğini fark etti. Vatandaşlar, kontrol ettiklerinde bir porsuğun çukurda mahsur kaldığını gördü. Vatandaşların ihbarı üzerine bölgeye itfaiye ekipleri sevk edildi. Yapılan titiz çalışmada çukurda mahsur kalan porsuk ekiplerce kurtarılarak, tekrar doğaya bırakıldı.  ","{""suç_türü"": ""Hiçbiri""}","{""suç_türü"": ""Hiçbiri""}"
5386,2023-08-31 00:00:00,sarayköy,denizli,Denizli'de Kuyuya Düşen Kedi İtfaiye Tarafından Kurtarıldı,"  Denizli'nin Sarayköy ilçesinde yaklaşık 10 metre yüksekliğindeki kuyuya düşen kedi, itfaiye ekipleri tarafından kurtarıldı. Küçük çocuklar tarafından duyulan kedi sesi üzerine yapılan ihbar sonrasında olay yerine gelen ekipler, kuyuya inerek kediyi sıyrıklarla yaralı halde kurtardı. Yaralı kedi tedavi altına alındı.  ","{""suç_türü"": ""Hiçbiri""}","{""suç_türü"": ""Hiçbiri""}"
5387,2023-03-09 00:00:00,sarayköy,denizli,Denizli Valisi Sarayköy ve Buldan İlçelerini Ziyaret Etti,"  Denizli Valisi Ömer Faruk Coşkun, Sarayköy ve Buldan ilçelerini ziyaret ederek ilçelerin genel durumu ve yürütülen çalışmalar hakkında bilgi aldı.  ","{""suç_türü"": ""Hiçbiri""}","{
  ""suç_türü"": ""Hiçbiri""
}"
5388,2023-08-28 00:00:00,sarayköy,denizli,Tarım ve Kültür Festivali'nde bıçaklı kavga: 15 yaşındaki genç hayatını kaybetti,  Denizli'nin Sarayköy ilçesinde düzenlenen Tarım ve Kültür Festivali'nde çıkan bıçaklı kavgada 15 yaşındaki Enes Şipal hayatını kaybetti. Olayın ardından polis ekipleri soruşturma başlattı.  ,"{""suç_türü"": ""Şiddet Suçları""}","{""suç_türü"": ""Şiddet Suçları""}"
5389,2022-03-21 00:00:00,sarayönü,konya,Konya'da rahatsızlanan tır sürücüsünü jandarma hastaneye yetiştirdi,"  Konya'nın Sarayönü ilçesinde seyir halindeyken rahatsızlanan tır sürücüsünü, devriye gezen jandarma ekibi hastaneye yetiştirdi.  ","{
""suç_türü"": ""Hiçbiri""
}","{""suç_türü"": ""Hiçbiri""}"
5390,2022-01-17 00:00:00,sarayönü,konya,Konya Ovası'nın kuraklıktan etkilenmeyen gölü koruma altına alındı,  Konya'da erozyonun etkileri ve sazlıkların istilasıyla küçülerek kapanmaya yüz tutan Beşgöz Gölü'nün yüzeyi 6 yıllık temizlik çalışmasıyla 45 bin metrekareden 300 bin metrekareye çıkarıldı.  ,"{""suç_türü"": ""Hiçbiri""}","{""suç_türü"": ""Hiçbiri""}"
5391,2021-03-15 00:00:00,sarayönü,konya,Son dakika haberleri | Aranan şüpheli sahte ehliyet verdiği polislere yakalandı,  Son dakika haberler: Konya'nın Sarayönü ilçesinde polis ekiplerinin denetimlerinde sahte sürücü belgesi veren 1 kişi yakalandı.  ,"{""suç_türü"": ""Ekonomik Suçlar""}","{""suç_türü"": ""Ekonomik Suçlar""}"
5392,2020-02-27 00:00:00,sarayönü,konya,Konya'da 20 bin litre kaçak akaryakıt ele geçirildi,  Konya İl Jandarma Komutanlığı tarafından Sarayönü ilçesinde bir iş yerinde yapılan aramada yaklaşık 20 bin litre kaçak akaryakıt ele geçirildi.  ,"{""suç_türü"": ""Ekonomik Suçlar""}","{""suç_türü"": ""Ekonomik Suçlar""}"
5393,2023-07-19 00:00:00,sarayönü,konya,"Akıl sağlığının yerinde olmadığı iddiası çürütüldü! 3 yaşındaki kızının boğazını keserek öldüren anne, şimdi müebbet hapis cezasıyla yargı karşısında","  Konya'nın Sarayönü ilçesinde kızını boğazından bıçaklayarak öldüren ve ardından kendi boğazını kesen anne hakkında hazırlanan iddianamede, 'altsoydan kendisini savunamayacak kişiye karşı kasten öldürme' suçundan ağırlaştırılmış müebbet hapis cezası istendi. Anne, akıl sağlığının yerinde olduğu raporuyla cezaevine gönderildi.  ","{""suç_türü"": ""Şiddet Suçları""}","{""suç_türü"": ""Şiddet Suçları""}"
5394,2023-07-19 00:00:00,sarayönü,konya,Kızını öldüren anne hakkında ağırlaştırılmış müebbet istendi,"  Konya'nın Sarayönü ilçesinde kızını boğazından bıçaklayarak öldüren ve ardından kendi boğazını kesen anne hakkında hazırlanan iddianamede, 'altsoydan kendisini savunamayacak kişiye karşı kasten öldürme' suçundan ağırlaştırılmış müebbet hapis cezası istendi. İddianamede, anne Sevda Kocabıyık'ın psikolojik tedavi gördüğü ve olay günü ne yaptığını hatırlamadığı ifade edildi. Kayseri Şehir Hastanesi'nden gönderilen raporda ise Kocabıyık'ın akıl sağlığının yerinde olduğu belirtildi.  ","{""suç_türü"": ""Şiddet Suçları""}","{""suç_türü"": ""Şiddet Suçları""}"
5395,2021-07-09 00:00:00,sarayönü,konya,Hobisi tutkuya dönüşünce köyüne dönüp ahşap oyuncak atölyesi kurdu,"  Konya'da istirahat günlerini değerlendirmek için ahşap işlerini uğraş edinen güvenlik görevlisi Merih Altıncaba, şehirdeki evinin balkonunda başlattığı hobisini atölyeye taşıma hevesiyle köyüne döndü.  ","{""suç_türü"": ""Hiçbiri""}","{""suç_türü"": ""Hiçbiri""}"
5396,2023-07-02 00:00:00,sarayönü,konya,KAR NEDENİYLE KAPANAN YOLDAKİ YARDIM KUYRUĞU HAVADAN GÖRÜNTÜLENDİ,  Konya Sarayönü karayolunda kar yağışı ve ulaşımda yaşanan aksaklıklar nedeniyle kilometrelerce kuyruk oluştu.  ,"{""suç_türü"": ""Hiçbiri""}","{""suç_türü"": ""Hiçbiri""}"
5397,2024-07-11 00:00:00,saruhanlı,manisa,"Manisa'da Şüphelilere Operasyon: Silah, Uyuşturucu ve Kaçak Alkol Ele Geçirildi","  Manisa'nın Dilek Mahallesi'nde jandarma, 7 şüpheliyi gözaltına alarak çok sayıda silah ve uyuşturucu buldu.  ","{""suç_türü"": ""Narkotik Suçları""}","{
  ""suç_türü"": ""Narkotik Suçları""
}"
5398,2024-04-02 00:00:00,saruhanlı,manisa,Sabah namazı çıkışında arkadaşların tartışması kötü bitti,"  Manisa'nın Saruhanlı ilçesinde psikolojik tedavi gören bir pazar esnafı, sabah namazı sonrası cami avlusunda tartıştığı arkadaşını bıçaklayarak öldürdü. Yaralı şahıs hastanede hayatını kaybederken, katil zanlısı ise yakalandı. Olayla ilgili soruşturma başlatıldı.  ","{""suç_türü"": ""Şiddet Suçları""}","{""suç_türü"": ""Şiddet Suçları""}"
5399,2024-02-08 00:00:00,saruhanlı,manisa,Sosyal medyadan terör propagandasına 3 gözaltı,  Manisa'nın Saruhanlı ve Yunusemre ilçelerinde sosyal medya üzerinden PKK/KCK silahlı terör örgütü propagandası yaptıkları tespit edilen 3 şahıs jandarma tarafından gözaltına alındı. Gözaltına alınan şahıslar hakkında adli tahkikatın devam ettiği bildirildi.  ,"{""suç_türü"": ""Düzen ve Kamu Güvenliğine Karşı İşlenen Suçlar""}","{""suç_türü"": ""Düzen ve Kamu Güvenliğine Karşı İşlenen Suçlar""}"
5400,2024-09-29 00:00:00,saruhanlı,manisa,Adnan Erbil Son Yolculuğuna Uğurlandı,"  Manisa'da hayatını kaybeden Adnan Erbil, doğup büyüdüğü Halitpaşa Mahallesi'nde toprağa verildi.  ","{""suç_türü"": ""Hiçbiri""}","{""suç_türü"": ""Hiçbiri""}"
5401,2024-02-21 00:00:00,saruhanlı,manisa,CHP Saruhanlı'da Saadet Partisi ile ittifak yaptı,"  CHP'nin Saruhanlı ilçesinde belediye başkanı ve meclis üyeleri aday listesi kabul edilmedi. Bunun üzerine CHP, Saadet Partisi ile anlaşarak seçime Saadet Partisi'nin logosu altında girecek.  ","{""suç_türü"": ""Hiçbiri""}","{""suç_türü"": ""Hiçbiri""}"
5402,2024-04-10 00:00:00,saruhanlı,manisa,"Manisa Büyükşehir Belediye Başkanı Zeyrek: ""İçme Suyunu Tarımsal Sulamada Kullanmayın""","  Manisa Büyükşehir Belediye Başkanı Ferdi Zeyrek, Saruhanlı ilçesinde muhtarlarla buluştu. Su israfına dikkati çeken Başkan Zeyrek, “Suda yaptığımız indirim sonrasında maalesef bazı vatandaşlarımız içme suyunu bağ bahçe sulamada kullanır hale geldi. Biz bunun önüne geçmezsek, suyumuza sahip çıkmazsak, bugünü kurtarırız ama yarınlara maalesef bırakacak suyumuz kalmaz. İçme suyunu tarımsal sulamada kullanmayın” dedi.  ","{
   ""suç_türü"": ""Hiçbiri""
}","{""suç_türü"": ""Hiçbiri""}"
5403,2024-04-17 00:00:00,saruhanlı,manisa,Aşırı yağış zeytini vurdu,"  Manisa'nın Saruhanlı ilçesinde mevsim dışı aşırı yağışlar nedeniyle zeytin üreticileri halkalı leke hastalığından sorun yaşıyor. Hastalık, zeytin ağaçlarının verimini etkiliyor ve çiftçilerin masraflı mücadelesine neden oluyor. Zeytin piyasası ve yağ piyasasının etkileneceği tahmin ediliyor.  ","{""suç_türü"": ""Hiçbiri""}","{""suç_türü"": ""Hiçbiri""}"
5404,2023-12-28 00:00:00,saruhanlı,manisa,"Manisa'da 38 yılda 2 eşini öldüren adam, son eşini de öldürüp gömdü","  Manisa'nın Saruhanlı ilçesinde, 38 yılda 2 resmi nikahlı eşini öldüren, 2020 yılında Covid-19 tedbirleri kapsamında şartlı tahliye edilip, son olarak da birlikte yaşadığı Mutlu Menekşe'yi (48) öldürüp, toprağa gömen Necati Akpınar (58) ilk duruşmada indirimsiz ağırlaştırılmış müebbet cezasına çarptırıldı.  ","{""suç_türü"": ""Şiddet Suçları""}","{""suç_türü"": ""Şiddet Suçları""}"
5405,2022-07-17 00:00:00,sarıcakaya,eskişehir,Vosvos severler kampta buluştu,  Eskişehir Eskivos grubu tarafından Türkiye'nin farklı yerlerinden gelen 'vosvos' severlerin katılımıyla kamp düzenlendi.  ,"{
  ""suç_türü"": ""Hiçbiri""
}","{""suç_türü"": ""Hiçbiri""}"
5406,2024-09-07 00:00:00,sarıcakaya,eskişehir,Eskişehir'de Yeni Sağlık Merkezi 2025'te Tamamlanacak,"  Eskişehir İl Sağlık Müdürü Doç. Dr. Yaşar Bildirici, Sarıcakaya Entegre Sağlık Merkezi'nin Mayıs 2025 tarihinde tamamlanacağını açıkladı. Merkezde 3 Birimli Aile Sağlığı Merkezi ve 112 Acil Sağlık Hizmetleri İstasyonu hizmet verecek.  ","{
""suç_türü"": ""Hiçbiri""
}","{""suç_türü"": ""Hiçbiri""}"
5407,2023-08-16 00:00:00,sarıcakaya,eskişehir,Eskişehir'de Sıcaklık Rekoru Kırıldı,"  Türkiye'nin Eskişehir ilinde bulunan Sarıcakaya ilçesinde 49,5 derece ile sıcaklık rekoru kırıldı. Yoğun sıcak hava dalgası nedeniyle vatandaşlar zorlu bir hava ile mücadele ediyor. Sıcaklığın tarımsal faaliyetleri etkilemesi ve bazı ürünlerin zarar görmesiyle birlikte, ilçede cadde ve sokaklarda sakinlik hakim oluyor. İlçe sakinleri, gece ile gündüz arasındaki sıcaklık farkının bitkilerin yetişmesini ve verimini etkilediğini belirtiyor. Sarıcakaya Belediye Başkanı ise iklim değişikliğinin yüksek sıcaklıklara neden olabileceğine dikkat çekiyor.  ","{
  ""suç_türü"": ""Hiçbiri""
}","{""suç_türü"": ""Hiçbiri""}"
5408,2022-02-24 00:00:00,sarıcakaya,eskişehir,Çaldığı komşusunun motosikletini satmak isterken yakalandı,  Eskişehir'de komşusunun motosikletini çaldıktan sonra satmak isteyen şüpheli jandarma ekipleri tarafından yakalandı.  ,"{""suç_türü"": ""Mala Karşı İşlenen Suçlar""}","{""suç_türü"": ""Mala Karşı İşlenen Suçlar""}"
5409,2023-08-15 00:00:00,sarıcakaya,eskişehir,"Türkiye'de sıcaklık rekoru dün 49,5 derece ile Eskişehir'in Sarıcakaya ilçesinde kırıldı","  Çevre, Şehircilik ve İklim Değişikliği Bakanı Mehmet Özhaseki, dün Türkiye'de sıcaklık rekoru kırıldığını belirterek, en yüksek sıcaklığın 49,5 derece ile Eskişehir'in Sarıcakaya ilçesinde ölçüldüğünü bildirdi.  ","{""suç_türü"": ""Hiçbiri""}","{""suç_türü"": ""Hiçbiri""}"
5410,2022-09-25 00:00:00,sarıcakaya,eskişehir,Eskişehir'de meydana gelen trafik kazasında 1 kişi hayatını kaybetti,  Eskişehir'de meydana gelen trafik kazasında yolun karşısına geçmek isteyen yaya yaşamını yitirdi.  ,"{""suç_türü"": ""Şiddet Suçları""}","{""suç_türü"": ""Hiçbiri""}"
5411,2023-08-08 00:00:00,sarıcakaya,eskişehir,Eskişehir'de Zeytin Hasadı Öncesi Çiftçilerden 5 Ton Rekolte Beklentisi,"  Eskişehir'in Sarıcakaya ilçesinde yetiştirilen zeytinlerin hasadına az bir süre kaldı. Çiftçiler, Eylül ayından itibaren başlayacak hasatta 5 ton rekolte bekliyor.  ","{""suç_türü"": ""Hiçbiri""}","{""suç_türü"": ""Hiçbiri""}"
5412,2022-08-21 00:00:00,sarıcakaya,eskişehir,Laçin'de olgunlaşan domates ve biberlerden leziz salçalar yapılıyor,  Eskişehir'de olgunlaşan domates ve kırmızı biberlerin binbir emekle hazırlanan salça yolculuğu başladı.  ,"{""suç_türü"": ""Hiçbiri""}","{""suç_türü"": ""Hiçbiri""}"
5413,2024-08-18 00:00:00,sarıgöl,manisa,Uşak'ta çıkan yangına havadan ve karadan müdahale sürüyor,"  Uşak'ın Eşme ilçesinde başlayan yangın, rüzgarın etkisiyle hızla büyüyerek Manisa'nın Sarıgöl ilçesine ulaştı. Yangına havadan ve karadan müdahale ediliyor.  ","{""suç_türü"": ""Hiçbiri""}","{""suç_türü"": ""Hiçbiri""}"
5414,2024-08-08 00:00:00,sarıgöl,manisa,Manisa Sarıgöl'de 2024 ürünü sumalık üzüm alımları başladı,"  Manisa'nın Sarıgöl ilçesinde 2024 ürünü sumalık üzüm alımları başladı. Üreticiler, henüz üzüm fiyatlarının açıklanmaması nedeniyle yavaş ilerleme olduğunu belirtti.  ","{""suç_türü"": ""Hiçbiri""}","{
  ""suç_türü"": ""Hiçbiri""
}"
5415,2024-08-11 00:00:00,sarıgöl,manisa,Manisa'da Yağmur Duası,"  Manisa'nın Çavuşlar Mahallesi'nde halk, kuraklık nedeniyle yağmur duası için bir araya geldi.  ","{""suç_türü"": ""Hiçbiri""}","{""suç_türü"": ""Hiçbiri""}"
5416,2024-07-26 00:00:00,sarıgöl,manisa,Manisa'da 2024 yılı Çekirdeksiz Sultaniye Üzüm tahmini rekolte çalışmaları tamamlandı,"  Manisa'nın Sarıgöl ilçesinde, Sarıgöl İlçe Tarım ve Orman Müdürlüğü, Sarıgöl Ziraat Odası, TARİŞ, Tarım Kredi Kooperatifi ve Ege İhracatçılar Birliğinden oluşan ekipler tarafından 120 bin dekarlık üzüm alanında 2024 yılı üretim sezonuna ait rekolte tahmini çalışmaları yapıldı. Üzüm üreticileri kuru üzüm fiyatlarının açıklanacağı günü heyecanla beklediklerini ifade ederek, kendilerini mağdur etmeyecek bir fiyat beklediklerini söyledi.  ","{""suç_türü"": ""Hiçbiri""}","{""suç_türü"": ""Hiçbiri""}"
5417,2024-11-10 00:00:00,sarıgöl,manisa,Sarıgöl'de Kadına Yönelik Şiddet Protesto Edildi,"  Manisa'nın Sarıgöl ilçesinde, kadına yönelik şiddeti protesto etmek amacıyla düzenlenen basın açıklamasında adalet ve eşitlik talep edildi. Kadın cinayetlerine karşı acil eylem gerekliliği vurgulandı.  ","{""suç_türü"": ""Şiddet Suçları""}","{""suç_türü"": ""Şiddet Suçları""}"
5418,2024-09-16 00:00:00,sarıgöl,manisa,90 Yaşında Zinde Hayat: Tarhana ve Dostluğun Gücü,"  Dadağlı Mahallesi'nde 90 yaşındaki üç komşu, doğal gıdalar ve dostluğun sağlıklarını koruduğunu belirtiyor.  ","{
""suç_türü"": ""Hiçbiri""
}","{""suç_türü"": ""Hiçbiri""}"
5419,2024-10-15 00:00:00,sarıgöl,manisa,Sarıgöl'de Üzüm Fiyatları Yükseliyor,  Sarıgöl'de örtü altında bekleyen Sultani üzümün kilogram fiyatı Ekim ayında 60 TL'ye ulaştı.  ,"{""suç_türü"": ""Hiçbiri""}","{""suç_türü"": ""Hiçbiri""}"
5420,2024-09-29 00:00:00,sarıgöl,manisa,Sarıgöl'de Üzüm Üreticileri Hava Tahminlerine Odaklandı,"  Sarıgöl'de üzüm üreticileri, sıcak hava nedeniyle kurutma işlemlerine yöneldi, hava tahminlerini takip ediyor.  ","{
""suç_türü"": ""Hiçbiri""
}","{""suç_türü"": ""Hiçbiri""}"
5421,2024-11-10 00:00:00,sarıkamış,kars,"Sarıkamış Belediye Başkanı Kılıç, Hollanda'da Temaslarda Bulundu","  Sarıkamış Belediye Başkanı Serdar Kılıç, 3 günlük Hollanda ziyaretinde önemli temaslar gerçekleştirdi. Ziyaretler sırasında turizm geliştirme ve çevresel sürdürülebilirlik konularında görüşmeler yapıldı.  ","{""suç_türü"": ""Hiçbiri""}","{""suç_türü"": ""Hiçbiri""}"
5422,2024-07-11 00:00:00,sarıkamış,kars,Kdz. Ereğli'de Sarıkamış Deniz Şehitleri anıldı,"  Zonguldak'ın Ereğli ilçesinde Sarıkamış'taki askerlere kışlık giysi, erzak ve mühimmat götürdükleri esnada Rus donanması tarafından batırılan Bezm-i Alem, Bahr-i Ahmer ve Mithat Paşa nakliye gemilerinde şehit düşen 221 mürettebat törenle anıldı.  ","{
  ""suç_türü"": ""Hiçbiri""
}","{
  ""suç_türü"": ""Hiçbiri""
}"
5423,2024-03-11 00:00:00,sarıkamış,kars,Bitkin At Kurtarıldı,"  Kars'ta bitkin halde bulunan sahipsiz at, vatandaşların yardımıyla tedavi edildi.  ","{
  ""suç_türü"": ""Hiçbiri""
}","{""suç_türü"": ""Hiçbiri""}"
5424,2024-10-23 00:00:00,sarıkamış,kars,Sarıkamış'ta Tefecilik Operasyonu,"  Jandarma, tefecilik yaptığı iddia edilen M.K.'nin evinde senet ve defter ele geçirdi.  ","{""suç_türü"": ""Ekonomik Suçlar""}","{""suç_türü"": ""Ekonomik Suçlar""}"
5425,2024-10-13 00:00:00,sarıkamış,kars,Sarıkamış'ta Sonbahar Renk Cümbüşü,"  Kars'ın Sarıkamış ilçesi, sonbaharla birlikte doğanın farklı renklerine büründü ve fotoğrafçıları cezbetti.  ","{""suç_türü"": ""Hiçbiri""}","{""suç_türü"": ""Hiçbiri""}"
5426,2024-06-10 00:00:00,sarıkamış,kars,Sarıkamış'ta Kuşburnu Sezonu Başladı,  Kars'ın Sarıkamış ilçesinde kuşburnu toplama sezonu başladı. Doğal ürünler sağlık için faydalı.  ,"{
   ""suç_türü"": ""Hiçbiri""
}","{""suç_türü"": ""Hiçbiri""}"
5427,2024-10-27 00:00:00,sarıkamış,kars,Sarıkamış'ta Kış Uykusuna Yatmayan Boz Ayılar Kamerada,"  Sarıkamış'ta kış uykusuna yatmayan boz ayılar, belediyeye ait çöp konteynırlarını devirerek yiyecek ararken cep telefonuyla kaydedildi.  ","{""suç_türü"": ""Hiçbiri""}","{""suç_türü"": ""Hiçbiri""}"
5428,2024-10-27 00:00:00,sarıkamış,kars,Sarıkamış'ta Hafif Ticari Araç Devrildi,"  Kars'ın Sarıkamış ilçesinde şarampole devrilen araçta 2 kişi yaralandı, hastaneye kaldırıldı.  ","{
   ""suç_türü"": ""Mala Karşı İşlenen Suçlar""
}","{""suç_türü"": ""Şiddet Suçları""}"
5429,2023-12-11 00:00:00,sarıkaya,yozgat,"Yozgat'ın 'Oksijen Adamı' Abdullah Karataş, Hatıra Ormanlarına Yenilerini Ekliyor","  Yozgat’ın Sarıkaya ilçesinde yaşayan 63 yaşındaki emekli Abdullah Karataş, her yıl binlerce fidanı toprakla buluşturuyor. Gelecek nesillere yaşanılabilir yeşil bir doğa bırakmak için çalışan ve ‘Oksijen Adam’ olarak tanınan doğa gönüllüsü Karataş, fidanları toprakla buluşturma çalışmalarına 2020 yılında başladı, bugüne kadar 25 hatıra ormanı oluşturdu.  ","{
  ""suç_türü"": ""Hiçbiri""
}","{
  ""suç_türü"": ""Hiçbiri""
}"
5430,2023-11-25 00:00:00,sarıkaya,yozgat,"1903 Karakartallar Derneği, Uludere'deki öğrencilere forma, atkı ve bere hediye etti","  Uludere Kaymakamlığı himayesinde düzenlenen törende, 1903 Karakartallar Derneği üyeleri, Gülyazı Çok Programlı Anadolu Lisesi öğrencilerine forma, atkı ve bere hediye etti. Dernek Başkanı Cengiz Sarıkaya, Beşiktaş Kulübü'nün insanlara dokunma gayreti içerisinde olduğunu belirterek, öğretmenlerin Öğretmenler Günü'nü kutladı. Törene, Uludere Kaymakamı, İlçe Milli Eğitim Müdürü, öğrenciler ve veliler de katıldı.  ","{""suç_türü"": ""Hiçbiri""}","{
  ""suç_türü"": ""Hiçbiri""
}"
5431,2024-10-14 00:00:00,sarıkaya,yozgat,Ehliyetsiz sürücü tutuklandı: Kızımın bacaklarını kaybedebilir,"  BURSA'da, kamyonetle çarptığı Zeynep Nazlı Sarıkaya'nın (16) ağır yaralanmasına neden olan Efe Şayık (18) tutuklandı.  ","{""suç_türü"": ""Şiddet Suçları""}","{""suç_türü"": ""Şiddet Suçları""}"
5432,2024-12-09 00:00:00,sarıkaya,yozgat,FETÖ firarisi Yozgat'ta yakalandı,"  Yozgat'ın Sarıkaya ilçesinde yapılan operasyon sonucunda Fetullahçı Terör Örgütü (FETÖ) firarisi bir kişi Ankara'da yakalandı. Yakalanan şahıs, çıkarıldığı adli makamlarca tutuklanarak cezaevine gönderildi.  ","{""suç_türü"": ""Organize Örgüt Suçları""}","{""suç_türü"": ""Organize Örgüt Suçları""}"
